EWD,EWD,1.000000000000000
EWD,EWH,0.449552669480359
EWD,EWI,0.606162002131001
EWD,EWJ,0.450000000000000
EWD,EWL,0.589843946825214
EWD,EWP,0.697747746678520
EWD,EWW,0.542717371860620
EWD,INX,0.566546775750683
EWH,EWH,1.000000000000000
EWH,EWI,0.339916351593475
EWH,EWJ,0.629498303354915
EWH,EWL,0.503905622251332
EWH,EWP,0.575273868021019
EWH,EWW,0.775171303561415
EWH,INX,0.667193053434905
EWI,EWI,1.000000000000000
EWI,EWJ,0.150310083651251
EWI,EWL,0.686663443019921
EWI,EWP,0.712490196560008
EWI,EWW,0.471082266090094
EWI,INX,0.400160821779195
EWJ,EWJ,1.000000000000000
EWJ,EWL,0.495139267005054
EWJ,EWP,0.428745263271920
EWJ,EWW,0.485194321085334
EWJ,INX,0.606649202679630
EWL,EWL,1.000000000000000
EWL,EWP,0.770841130476415
EWL,EWW,0.463316971612456
EWL,INX,0.629384294988642
EWP,EWP,1.000000000000000
EWP,EWW,0.540557867395441
EWP,INX,0.637760659245162
EWW,EWW,1.000000000000000
EWW,INX,0.724317590845925
INX,INX,1.000000000000000
