1,EWD,15.5393,26.46660899,0
2,EWH,6.3852,41.14749176,0
3,EWI,26.5999,26.05140473,0
4,EWJ,1.4133,26.07092802,0
5,EWL,18.0745,21.69178961,0
6,EWP,16.6347,25.0779499,0
7,EWW,16.2243,38.7686213,0
8,INX,17.2306,17.19440202,0
